Id,Label,in_strength,out_strength,out_degree,degree,in_degree_centrality,b,out_degree_centrality,size,closeness_centrality,strength,g,betweenness_centrality,in_degree,page_rank,r,degree_centrality,y,x
n3957,SIDE,0.395978152,0.748201444,19,35,0.00150715900528,153,0.00178975131876,10.0,0.00739362249681,1.144179596,153,9.68037296329E-4,16,1.12446830938E-4,153,0.00329691032404,-141.22626,-3.6081543
n3950,SHUTTER,0.0,0.871621631,14,14,0.0,153,0.00131876412962,10.0,0.00801229264136,0.871621631,153,0.0,0,2.87345249016E-5,153,0.00131876412962,-366.99115,217.77435
n3951,SHUTTLE,0.467981575,0.823943639,12,16,3.76789751319E-4,153,0.00113036925396,10.0,0.00792120420041,1.291925214,153,3.47150614027E-5,4,8.06576567267E-5,153,0.00150715900528,39.168457,183.42468
n3952,SHY,3.110299975,0.791666673,16,49,0.00310851544838,153,0.00150715900528,10.0,0.00743762222748,3.901966648,153,2.73860304179E-4,33,2.47182269304E-4,153,0.00461567445365,6.950165,453.08734
n3953,SIBLING,0.091640612,0.914473705,12,15,2.82592313489E-4,153,0.00113036925396,10.0,0.00667752347597,1.006114317,153,1.08262717053E-4,3,5.48957697793E-5,153,0.00141296156745,-479.40332,-142.93173
n4149,SPLASH,0.074873304,0.920000016,9,14,4.70987189148E-4,153,8.47776940467E-4,10.0,0.00745618620473,0.99487332,153,3.89053609923E-4,5,4.25176497059E-5,153,0.00131876412962,-152.16959,157.93774
n4275,STRESS,1.785244689,0.721428588,23,59,0.00339110776187,153,0.00216654107008,10.0,0.00753480037047,2.506673277,153,0.00142856648449,36,1.66052044169E-4,153,0.00555764883195,-362.121,-116.46161
n4276,STRETCH,0.37327833,0.734265733,19,28,8.47776940467E-4,153,0.00178975131876,10.0,0.00774728269567,1.107544063,153,2.26331196594E-4,9,5.54864227292E-5,153,0.00263752825923,218.20483,-379.76965
n4277,STRICT,0.454490764,0.749999989,17,26,8.47776940467E-4,153,0.0016013564431,10.0,0.00765011347562,1.204490753,153,3.83365380281E-4,9,5.28299156826E-5,153,0.00244913338357,254.86163,-183.6753
n4145,SPINACH,0.266852199,0.822368427,14,17,2.82592313489E-4,153,0.00131876412962,10.0,0.00795208938491,1.089220626,153,6.35830486852E-4,3,4.16888762143E-5,153,0.0016013564431,-267.44,-126.2944
n4314,SUCCOR,0.0,0.104895104,6,6,0.0,153,5.65184626978E-4,10.0,0.00601768545675,0.104895104,153,0.0,0,2.87345249016E-5,153,5.65184626978E-4,-299.47943,486.4154
n3572,REEF,0.537786147,0.818181813,8,11,2.82592313489E-4,153,7.53579502638E-4,10.0,0.00715401866538,1.35596796,153,4.61447646457E-6,3,5.4725818663E-5,153,0.00103617181613,-272.09122,226.9151
n4701,UNEQUAL,0.089572197,0.756578951,19,21,1.88394875659E-4,153,0.00178975131876,10.0,0.00761708952483,0.846151148,153,7.4443928964E-5,2,3.40476889305E-5,153,0.00197814619442,425.1543,-295.6292
n4702,UNEVEN,0.047429736,0.844155856,22,25,2.82592313489E-4,153,0.00207234363225,10.0,0.00765581809707,0.891585592,153,1.7428522647E-4,3,3.12626789181E-5,153,0.00235493594574,-80.65161,-121.76581
n3571,REDUCE,0.088042626,0.803921592,23,28,4.70987189148E-4,153,0.00216654107008,10.0,0.00715124473735,0.891964218,153,5.27514525839E-4,5,3.52225444812E-5,153,0.00263752825923,-288.75552,-128.39725
n4704,UNHAPPY,0.390912633,0.917241344,5,19,0.00131876412962,153,4.70987189148E-4,10.0,0.00705939052591,1.308153977,153,5.93226445494E-5,14,3.23004173058E-4,153,0.00178975131876,118.71924,29.69226
n3577,REFRAIN,0.04046747,0.756756748,14,17,2.82592313489E-4,153,0.00131876412962,10.0,0.00728528830579,0.797224218,153,2.35196315802E-4,3,3.03192752955E-5,153,0.0016013564431,387.25708,-448.33978
n9961,TASK`,0.023076924,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.023076924,153,0.0,1,2.97016223996E-5,153,9.41974378297E-5,149.27167,19.436768
n4707,UNION,0.279715775,0.727891155,26,35,8.47776940467E-4,153,0.00244913338357,10.0,0.00757188130687,1.00760693,153,4.87927642169E-4,9,5.78099325597E-5,153,0.00329691032404,-323.3946,-92.01303
n4708,UNIQUE,0.821853832,0.797297289,15,38,0.00216654107008,153,0.00141296156745,10.0,0.00771138815441,1.619151121,153,6.0623128253E-4,23,1.89114633649E-4,153,0.00357950263753,-461.33792,-277.71674
n4709,UNIT,0.217897778,0.65306122,22,31,8.47776940467E-4,153,0.00207234363225,10.0,0.00759813611254,0.870958998,153,7.78928064216E-4,9,6.00908746175E-5,153,0.00292012057272,51.561584,-186.80804
n3578,REFRESHING,0.073079658,0.832214755,17,20,2.82592313489E-4,153,0.0016013564431,10.0,0.0074624640339,0.905294413,153,1.2616156134E-4,3,3.15661141191E-5,153,0.00188394875659,482.873,-355.97824
n3579,REFRIGERATOR,0.669230662,0.946969706,9,15,5.65184626978E-4,153,8.47776940467E-4,10.0,0.00733778532218,1.616200368,153,1.04890599637E-4,6,5.23504568466E-5,153,0.00141296156745,359.7135,-40.04138
n9969,TAUNT,0.047669394,0.0,0,2,1.88394875659E-4,153,0.0,10.0,0.0,0.047669394,153,0.0,2,3.11349034379E-5,153,1.88394875659E-4,-225.30676,28.420654
n9968,TAUGHT,0.0255284555,0.0,0,2,1.88394875659E-4,153,0.0,10.0,0.0,0.0255284555,153,0.0,2,3.22094049654E-5,153,1.88394875659E-4,-303.28995,-280.82785
n8616,PARTIAL,0.047482414,0.0,0,3,2.82592313489E-4,153,0.0,10.0,0.0,0.047482414,153,0.0,3,3.06890247417E-5,153,2.82592313489E-4,-286.2779,337.7613
n8617,PARTICIPANT,0.02027027,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.02027027,153,0.0,1,2.98541907017E-5,153,9.41974378297E-5,256.27435,-85.75476
n8614,PARROTS,0.026143791,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.026143791,153,0.0,1,2.99050259926E-5,153,9.41974378297E-5,-441.8998,-237.85123
n8615,PARTAKE,0.020689655,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.020689655,153,0.0,1,2.95526089349E-5,153,9.41974378297E-5,276.7173,126.09357
n8612,PARLOR,0.0484556,0.0,0,2,1.88394875659E-4,153,0.0,10.0,0.0,0.0484556,153,0.0,2,3.83546833808E-5,153,1.88394875659E-4,-290.50537,131.43524
n2628,MAKER,0.544775981,0.698630135,17,25,7.53579502638E-4,153,0.0016013564431,10.0,0.00754614684752,1.243406116,153,5.92188188289E-4,8,5.58125154456E-5,153,0.00235493594574,-432.0503,-452.55936
n9639,SOGGY,0.053440254,0.0,0,3,2.82592313489E-4,153,0.0,10.0,0.0,0.053440254,153,0.0,3,5.09932565849E-5,153,2.82592313489E-4,-32.003204,-175.77939
n2158,HORRIBLE,0.38861524,0.83561643,18,27,8.47776940467E-4,153,0.00169555388093,10.0,0.00675224174897,1.22423167,153,3.77690461629E-4,9,7.57472801251E-5,153,0.0025433308214,-283.98022,-286.4533
n2157,HOROSCOPE,0.074505653,0.79577465,23,26,2.82592313489E-4,153,0.00216654107008,10.0,0.00768022871805,0.870280303,153,5.7378352639E-4,3,3.13552641565E-5,153,0.00244913338357,-249.25784,234.93042
n2156,HORNET,0.02027027,0.939393962,8,9,9.41974378297E-5,153,7.53579502638E-4,10.0,0.00765202793239,0.959664232,153,9.31769286116E-6,1,2.95991428083E-5,153,8.47776940467E-4,-109.303894,372.04126
n2155,HORN,2.287898522,0.875862071,15,44,0.00273172569706,153,0.00141296156745,10.0,0.00773927311379,3.163760593,153,9.05102936546E-4,29,2.04084636967E-4,153,0.00414468726451,-482.60675,164.44202
n2154,HORMONES,0.119473683,0.784313742,22,24,1.88394875659E-4,153,0.00207234363225,10.0,0.00703933108976,0.903787425,153,3.12737268393E-4,2,3.47489838977E-5,153,0.00226073850791,-409.6997,-399.05807
n2153,HORIZON,0.026846848,0.824324306,11,13,1.88394875659E-4,153,0.00103617181613,10.0,0.00787360687694,0.851171154,153,1.99043667501E-5,2,2.97952542914E-5,153,0.00122456669179,-383.47455,176.12537
n9632,SOCIOLOGY,0.054985337,0.0,0,2,1.88394875659E-4,153,0.0,10.0,0.0,0.054985337,153,0.0,2,3.3693991252E-5,153,1.88394875659E-4,335.68536,345.9262
n9631,SOCIALIZE,0.013793103,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013793103,153,0.0,1,2.92799142439E-5,153,9.41974378297E-5,-174.90439,131.79224
n8619,PARTICLE,0.046723953,0.0,0,3,2.82592313489E-4,153,0.0,10.0,0.0,0.046723953,153,0.0,3,3.2859315204E-5,153,2.82592313489E-4,459.0227,279.11475
n448,BODY,3.433978943,0.7364865,31,114,0.00781838733986,153,0.00292012057272,10.0,0.00733609198265,4.170465443,153,0.00567821090358,83,4.85919188965E-4,153,0.0107385079126,301.72937,-465.70657
n449,BOG,0.066090041,0.629870133,17,20,2.82592313489E-4,153,0.0016013564431,10.0,0.00739512438411,0.695960174,153,7.19707470589E-4,3,3.53043281264E-5,153,0.00188394875659,-418.9253,37.98468
n446,BOARD,3.213364552,0.684210523,21,53,0.00301431801055,153,0.00197814619442,10.0,0.00772087033949,3.897575075,153,0.00180379885,32,2.95761445369E-4,153,0.00499246420497,128.52618,78.348145
n447,BOAT,9.444663349,0.874015739,16,89,0.00687641296157,153,0.00150715900528,10.0,0.00728911920381,10.318679088,153,0.00153305331744,73,0.00120835840394,153,0.00838357196684,187.34082,-169.56152
n444,BLUR,0.194793504,0.763888892,16,25,8.47776940467E-4,153,0.00150715900528,10.0,0.00792715836051,0.958682396,153,2.71269098164E-4,9,4.96385994143E-5,153,0.00235493594574,-222.15915,158.09308
n445,BLUSH,0.715283075,0.933333333,10,17,6.59382064808E-4,153,9.41974378297E-4,10.0,0.007814685152,1.648616408,153,1.7558970347E-4,7,7.53373279707E-5,153,0.0016013564431,347.95203,-132.92648
n442,BLUFF,0.0,0.77702702,15,15,0.0,153,0.00141296156745,10.0,0.00793929884151,0.77702702,153,0.0,0,2.87345249016E-5,153,0.00141296156745,154.29187,-136.50864
n443,BLUNT,0.092769655,0.750000014,20,25,4.70987189148E-4,153,0.00188394875659,10.0,0.00783279483146,0.842769669,153,2.62000212266E-4,5,5.18639705467E-5,153,0.00235493594574,-215.53204,66.772156
n440,BLUEPRINT,0.040609136,0.84105958,20,21,9.41974378297E-5,153,0.00188394875659,10.0,0.00782937371199,0.881668716,153,7.12847873844E-5,1,3.48504227557E-5,153,0.00197814619442,67.45526,211.81915
n441,BLUES,0.145392332,0.86666668,17,21,3.76789751319E-4,153,0.0016013564431,10.0,0.00756136908027,1.012059012,153,1.21591454841E-4,4,3.57482212156E-5,153,0.00197814619442,474.50348,-340.02728
n4216,STATUE,0.91671427,0.790540565,17,32,0.00141296156745,153,0.0016013564431,10.0,0.00813815973964,1.707254835,153,5.41712914961E-4,15,8.06015453385E-5,153,0.00301431801055,109.3327,211.55365
n5451,BAYOU,0.013513514,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013513514,153,0.0,1,2.96273325121E-5,153,9.41974378297E-5,135.6554,-243.78192
n2444,LAPEL,0.0,0.628378372,10,10,0.0,153,9.41974378297E-4,10.0,0.00767451758806,0.628378372,153,0.0,0,2.87345249016E-5,153,9.41974378297E-4,272.03992,-13.254669
n5450,BAYER,0.013333334,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013333334,153,0.0,1,2.91628949206E-5,153,9.41974378297E-5,231.86102,-405.8288
n4876,WEALTH,0.759202274,0.747252767,11,36,0.00235493594574,153,0.00103617181613,10.0,0.00716035114685,1.506455041,153,4.85274318202E-4,25,4.91037630315E-4,153,0.00339110776187,230.81494,-274.56204
n4877,WEAPON,0.343074778,0.836734709,7,21,0.00131876412962,153,6.59382064808E-4,10.0,0.00758607838269,1.179809487,153,1.48169064479E-4,14,6.25908900485E-5,153,0.00197814619442,-481.88428,363.53925
n3394,PRINCE,0.662509925,0.832214741,13,19,5.65184626978E-4,153,0.00122456669179,10.0,0.00678256369601,1.494724666,153,2.96719710665E-4,6,9.80291912815E-5,153,0.00178975131876,70.69531,226.56305
n3395,PRINCESS,0.616027481,0.856115128,10,20,9.41974378297E-4,153,9.41974378297E-4,10.0,0.00679305937426,1.472142609,153,1.30110488315E-4,10,8.28139744386E-5,153,0.00188394875659,-192.34052,255.29181
n3392,PRIMATE,0.027304072,0.736842104,13,15,1.88394875659E-4,153,0.00122456669179,10.0,0.0074032795238,0.764146176,153,2.98459013333E-4,2,3.07789742229E-5,153,0.00141296156745,489.54993,-164.0394
n3393,PRIME,0.013157895,0.722972959,13,14,9.41974378297E-5,153,0.00122456669179,10.0,0.00776215437854,0.736130854,153,3.98353554797E-5,1,2.92562744673E-5,153,0.00131876412962,-351.95392,54.724976
n4870,WAVE,0.731868784,0.876811579,13,33,0.00188394875659,153,0.00122456669179,10.0,0.00737245135795,1.608680363,153,4.89524960946E-4,20,2.07362058763E-4,153,0.00310851544838,174.19806,23.455872
n4871,WAVES,0.498415245,0.929133864,8,14,5.65184626978E-4,153,7.53579502638E-4,10.0,0.00725127117093,1.427549109,153,6.91372810298E-5,6,1.00922544622E-4,153,0.00131876412962,-485.22623,-118.96127
n3398,PRINT,0.609926205,0.868055558,12,25,0.00122456669179,153,0.00113036925396,10.0,0.00783740842836,1.477981763,153,3.77437552822E-4,13,2.76944222744E-4,153,0.00235493594574,-260.75632,-460.66064
n3399,PRINTER,0.182686189,0.84313728,15,22,6.59382064808E-4,153,0.00141296156745,10.0,0.00783453720447,1.025823469,153,3.19712227049E-4,7,4.26187687613E-5,153,0.00207234363225,227.92859,-16.524017
n4214,STATION,0.736685737,0.84482759,10,24,0.00131876412962,153,9.41974378297E-4,10.0,0.00793225379747,1.581513327,153,2.10659724601E-4,14,1.76985094631E-4,153,0.00226073850791,-403.41434,-283.04404
n5439,BARS,0.125626897,0.0,0,6,5.65184626978E-4,153,0.0,10.0,0.0,0.125626897,153,0.0,6,4.17403865481E-5,153,5.65184626978E-4,141.82281,103.5542
n918,CONCEIT,0.09650018,0.643939418,25,28,2.82592313489E-4,153,0.00235493594574,10.0,0.00693205143627,0.740439598,153,1.315658232E-4,3,3.41097260518E-5,153,0.00263752825923,-61.371246,-100.19083
n919,CONCEITED,0.417205955,0.693877555,17,25,7.53579502638E-4,153,0.0016013564431,10.0,0.00707107508405,1.11108351,153,9.80132549062E-5,8,6.03348935019E-5,153,0.00235493594574,225.04254,-55.42923
n914,COMPULSION,0.0,0.659898464,24,24,0.0,153,0.00226073850791,10.0,0.00726113471978,0.659898464,153,0.0,0,2.87345249016E-5,153,0.00226073850791,42.471924,-364.32825
n915,COMPUTE,0.078101905,0.766233768,14,16,1.88394875659E-4,153,0.00131876412962,10.0,0.00793897219825,0.844335673,153,1.45710968362E-5,2,3.34375486073E-5,153,0.00150715900528,-457.36514,-439.61212
n916,COMPUTER,3.161417595,0.816326531,33,72,0.00367370007536,153,0.00310851544838,10.0,0.00766401576471,3.977744126,153,0.00224297277352,39,2.37689438373E-4,153,0.00678221552374,-67.64935,-399.20538
n917,CON,0.48181701,0.785714298,15,25,9.41974378297E-4,153,0.00141296156745,10.0,0.00793081389533,1.267531308,153,1.73264717252E-4,10,6.60126625136E-5,153,0.00235493594574,467.6457,138.91309
n910,COMPONENTS,0.054705215,0.73972601,12,14,1.88394875659E-4,153,0.00113036925396,10.0,0.007308073882,0.794431225,153,2.26175901713E-4,2,3.30835857291E-5,153,0.00131876412962,-245.76132,106.60309
n911,COMPOSE,0.085946792,0.786666668,14,17,2.82592313489E-4,153,0.00131876412962,10.0,0.008025496171,0.87261346,153,0.00108180188917,3,5.04080405959E-5,153,0.0016013564431,177.73663,-144.79187
n912,COMPOUND,0.068590194,0.675675684,22,24,1.88394875659E-4,153,0.00207234363225,10.0,0.00772068277606,0.744265878,153,1.46163542015E-4,2,3.32684465308E-5,153,0.00226073850791,-378.09,-294.9384
n913,COMPREHEND,0.497537337,0.900000013,4,10,5.65184626978E-4,153,3.76789751319E-4,10.0,0.00700433432876,1.39753735,153,1.7650372477E-5,6,1.78669228469E-4,153,9.41974378297E-4,184.74695,-438.82065
n5771,CAMOUFLAGE,0.01438849,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.01438849,153,0.0,1,3.02025526722E-5,153,9.41974378297E-5,-206.69196,440.6327
n6708,ENCLOSE,0.068405717,0.0,0,4,3.76789751319E-4,153,0.0,10.0,0.0,0.068405717,153,0.0,4,3.52817660763E-5,153,3.76789751319E-4,-148.51105,239.77142
n6709,ENCLOSED,0.046666667,0.0,0,2,1.88394875659E-4,153,0.0,10.0,0.0,0.046666667,153,0.0,2,3.08244076694E-5,153,1.88394875659E-4,115.16504,81.23065
n6706,EMULATE,0.011111111,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.011111111,153,0.0,1,2.9168589024E-5,153,9.41974378297E-5,244.58209,458.13257
n6707,ENCHANT,0.013071896,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013071896,153,0.0,1,2.95383841476E-5,153,9.41974378297E-5,-30.021912,129.0777
n6704,EMPLOYEES,0.19779711,0.0,0,2,1.88394875659E-4,153,0.0,10.0,0.0,0.19779711,153,0.0,2,3.63818343576E-5,153,1.88394875659E-4,-164.99411,301.40662
n6705,EMPTINESS,0.02027027,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.02027027,153,0.0,1,3.0275820828E-5,153,9.41974378297E-5,15.331665,123.24988
n6702,EMPATHETIC,0.092894738,0.0,0,2,1.88394875659E-4,153,0.0,10.0,0.0,0.092894738,153,0.0,2,3.24384403893E-5,153,1.88394875659E-4,191.88147,-57.45639
n6703,EMPHASIZE,0.026666667,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.026666667,153,0.0,1,2.96517076268E-5,153,9.41974378297E-5,270.56464,-207.71524
n6700,EMINENT,0.020833334,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.020833334,153,0.0,1,2.95370327595E-5,153,9.41974378297E-5,76.34277,-372.0722
n6701,EMOTIONS,0.3605442,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.3605442,153,0.0,1,4.60479195363E-5,153,9.41974378297E-5,185.6128,53.68689
n10492,WEIGHTLESS,0.014084507,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.014084507,153,0.0,1,2.92831696624E-5,153,9.41974378297E-5,266.86584,-405.99274
n10493,WEINERS,0.040268455,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.040268455,153,0.0,1,3.34467495208E-5,153,9.41974378297E-5,-155.94025,-86.00021
n10490,WEENIES,0.013333334,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013333334,153,0.0,1,2.92787796901E-5,153,9.41974378297E-5,334.2912,267.4052
n10491,WEIGH T,0.02631579,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.02631579,153,0.0,1,2.9696538495E-5,153,9.41974378297E-5,-135.5195,249.28186
n10496,WELLNESS,0.019607844,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.019607844,153,0.0,1,2.96874809812E-5,153,9.41974378297E-5,122.23407,307.854
n10497,WENT,0.119315468,0.0,0,3,2.82592313489E-4,153,0.0,10.0,0.0,0.119315468,153,0.0,3,7.96787433255E-5,153,2.82592313489E-4,443.3205,63.06122
n10494,WELL BEING,0.015151516,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.015151516,153,0.0,1,2.95671617017E-5,153,9.41974378297E-5,-340.91196,-414.87717
n10495,WELL-DONE,0.034965035,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.034965035,153,0.0,1,3.23969065997E-5,153,9.41974378297E-5,2.8778381,-274.1607
n10498,WESTERN,0.033342283,0.0,0,2,1.88394875659E-4,153,0.0,10.0,0.0,0.033342283,153,0.0,2,3.02570650111E-5,153,1.88394875659E-4,-434.8438,4.722992
n10499,WETLAND,0.013513514,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013513514,153,0.0,1,2.96273325121E-5,153,9.41974378297E-5,452.42407,-368.8548
n4212,STATE,1.861286429,0.793103443,15,48,0.00310851544838,153,0.00141296156745,10.0,0.00794407005121,2.654389872,153,7.64414648336E-4,33,2.24865572957E-4,153,0.00452147701583,135.70306,397.5484
n6357,DEFICIENT,0.026767678,0.0,0,2,1.88394875659E-4,153,0.0,10.0,0.0,0.026767678,153,0.0,2,3.05409873953E-5,153,1.88394875659E-4,-20.252228,-199.95175
n6356,DEFICIENCY,0.013333334,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013333334,153,0.0,1,2.9265607426E-5,153,9.41974378297E-5,-467.34195,-243.68582
n6351,DEEPER,0.01923077,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.01923077,153,0.0,1,2.95324369677E-5,153,9.41974378297E-5,-375.55917,101.472534
n6350,DEEDS,0.01369863,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.01369863,153,0.0,1,2.92134336431E-5,153,9.41974378297E-5,210.86646,259.023
n6353,DEFECT,0.055022584,0.0,0,3,2.82592313489E-4,153,0.0,10.0,0.0,0.055022584,153,0.0,3,3.29123205164E-5,153,2.82592313489E-4,226.6532,9.265381
n4213,STATEMENT,0.438312546,0.73381295,18,31,0.00122456669179,153,0.00169555388093,10.0,0.00779532360093,1.172125496,153,3.37167371676E-4,13,6.73307340376E-5,153,0.00292012057272,-175.09604,226.13916
n6352,DEFAME,0.013793103,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013793103,153,0.0,1,2.94666199109E-5,153,9.41974378297E-5,491.6452,349.4344
n1556,EXPLODE,1.294301719,0.774647875,15,29,0.00131876412962,153,0.00141296156745,10.0,0.00780450690458,2.068949594,153,5.03261902421E-4,14,1.51858071007E-4,153,0.00273172569706,140.23956,163.81671
n2546,LISTEN,1.143047876,0.927777804,15,44,0.00273172569706,153,0.00141296156745,10.0,0.00786382893137,2.07082568,153,8.08376410654E-4,29,5.25479245134E-4,153,0.00414468726451,191.7226,111.43677
n1557,EXPLORER,0.013986014,0.729729743,20,21,9.41974378297E-5,153,0.00188394875659,10.0,0.00761271019655,0.743715757,153,1.23650221264E-4,1,2.93431275649E-5,153,0.00197814619442,-485.05835,-361.89258
n1554,EXPLAIN,1.102249705,0.657342662,17,30,0.00122456669179,153,0.0016013564431,10.0,0.00736977564688,1.759592367,153,4.51579766018E-4,13,9.98116225003E-5,153,0.00282592313489,-75.976135,-192.18518
n1555,EXPLANATION,0.111323785,0.777777803,21,24,2.82592313489E-4,153,0.00197814619442,10.0,0.00761128541028,0.889101588,153,7.2145564725E-6,3,4.08677894466E-5,153,0.00226073850791,-209.21521,-351.01648
n4210,STARVE,0.599846965,0.889655191,11,18,6.59382064808E-4,153,0.00103617181613,10.0,0.00704963757939,1.489502156,153,3.58819915087E-4,7,2.68839607943E-4,153,0.00169555388093,-300.84308,63.479553
n1552,EXPERIMENT,0.895157364,0.850000007,15,38,0.00216654107008,153,0.00141296156745,10.0,0.00803519526451,1.745157371,153,5.51012859836E-4,23,1.08894018504E-4,153,0.00357950263753,-401.77728,47.39032
n1553,EXPERT,0.267308429,0.771428577,18,25,6.59382064808E-4,153,0.00169555388093,10.0,0.00753249534253,1.038737006,153,4.75628287593E-4,7,4.45019228516E-5,153,0.00235493594574,53.98828,-257.89722
n1882,GIRAFFE,0.099134159,0.834437092,8,13,4.70987189148E-4,153,7.53579502638E-4,10.0,0.00791513168089,0.933571251,153,6.09199633256E-5,5,3.47585283864E-5,153,0.00122456669179,-247.91422,41.284973
n1551,EXPERIENCE,0.1566128,0.673469387,19,27,7.53579502638E-4,153,0.00178975131876,10.0,0.0075333055661,0.830082187,153,3.24264585561E-4,8,3.65392995554E-5,153,0.0025433308214,206.80157,-390.75543
n4211,STARVING,0.208048521,0.850340097,4,6,1.88394875659E-4,153,3.76789751319E-4,10.0,0.00704540410804,1.058388618,153,3.46085734843E-6,2,3.92894299724E-5,153,5.65184626978E-4,296.47968,428.14484
n10236,UNATTRACTIVE,0.049254097,0.0,0,2,1.88394875659E-4,153,0.0,10.0,0.0,0.049254097,153,0.0,2,7.43165340804E-5,153,1.88394875659E-4,-184.42282,205.5437
n10237,UNBALANCED,0.071599452,0.0,0,2,1.88394875659E-4,153,0.0,10.0,0.0,0.071599452,153,0.0,2,3.10775269138E-5,153,1.88394875659E-4,503.13147,34.221375
n10234,UNALIKE,0.019736841,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.019736841,153,0.0,1,2.98097820898E-5,153,9.41974378297E-5,-262.57068,-167.46274
n10235,UNATTAINABLE,0.013071896,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013071896,153,0.0,1,2.94727663988E-5,153,9.41974378297E-5,411.99634,124.737305
n10232,UNABLE,0.313600919,0.0,0,6,5.65184626978E-4,153,0.0,10.0,0.0,0.313600919,153,0.0,6,4.76482867486E-5,153,5.65184626978E-4,166.38116,390.26953
n10233,UNACCEPTABLE,0.02,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.02,153,0.0,1,3.06076710113E-5,153,9.41974378297E-5,-13.927948,384.21826
n10230,ULTRAVIOLET,0.013422819,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013422819,153,0.0,1,2.94782838145E-5,153,9.41974378297E-5,491.68982,-303.48068
n10231,ULYSSES,0.013157895,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.013157895,153,0.0,1,2.91915790538E-5,153,9.41974378297E-5,284.5691,117.96106
n7738,JOHNNY,0.035928145,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.035928145,153,0.0,1,3.13854792568E-5,153,9.41974378297E-5,77.954834,396.69806
n10238,UNBELIEVABLE,0.167762649,0.0,0,7,6.59382064808E-4,153,0.0,10.0,0.0,0.167762649,153,0.0,7,3.67598713771E-5,153,6.59382064808E-4,-96.93631,-351.46796
n9579,SLUSHY,0.0397351,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.0397351,153,0.0,1,3.02505451148E-5,153,9.41974378297E-5,-88.93967,-80.94116
n3666,RIDICULOUS,0.322027925,0.749999999,13,15,1.88394875659E-4,153,0.00122456669179,10.0,0.007335764195,1.072027924,153,1.34831452698E-4,2,3.95276570832E-5,153,0.00141296156745,33.69397,-277.19437
n3667,RIFLE,0.155781134,0.848275874,10,16,5.65184626978E-4,153,9.41974378297E-4,10.0,0.00721534890259,1.004057008,153,3.20448768485E-4,6,7.71132575206E-5,153,0.00150715900528,433.24585,404.9967
n4961,WORDS,3.153156992,0.75342465,19,69,0.00470987189148,153,0.00178975131876,10.0,0.00767438612078,3.906581642,153,0.00108001821653,50,2.96660860637E-4,153,0.00649962321025,-448.32474,-325.82184
n4812,VOCABULARY,0.192871366,0.893333328,15,23,7.53579502638E-4,153,0.00141296156745,10.0,0.00769503603125,1.086204694,153,5.00058390875E-4,8,5.28049023829E-5,153,0.00216654107008,-456.4046,-57.720093
n9574,SLOT,0.014285714,0.0,0,1,9.41974378297E-5,153,0.0,10.0,0.0,0.014285714,153,0.0,1,3.02774538932E-5,153,9.41974378297E-5,88.17847,-392.68027
n4813,VODKA,0.379933932,0.917241378,17,27,9.41974378297E-4,153,0.0016013564431,10.0,0.00758305104012,1.29717531,153,6.06706041166E-4,10,1.45149017097E-4,153,0.0025433308214,-294.29865,317.43005
